title,year,hint_1,hint_2,hint_3,hint_4
Invincible,2006,"A 2006 inspirational sports drama based on a true story, distributed by Disney, scored to make you cry in roughly the third act.","A thirty-year-old bartender from South Philly walks onto an NFL team via an open tryout, which is the kind of thing that does not happen anymore and arguably never should have.","I'm going to need you to search your memory more aggressively. Vince Papale, the Philadelphia Eagles, the 1970s, and a one-word title that means you cannot be defeated.","Mark Wahlberg in Eagles green. The title is also what Napoleon thought he was right up until he wasn't."
Johnny Be Good,1988,"A late-eighties teen comedy that tried to expose college football recruiting corruption and accidentally exposed how hard it is to make a movie about a quarterback when your lead is built like a mathlete.","A scrawny high school phenom gets wined, dined, and bribed by every college program in America, which in 1988 apparently meant hot tubs, hookers, and a Trans Am.","Consider what you're admitting by not having gotten this yet. The star of Weird Science plays a football god, and his best friend is played by the future Iron Man, before either of them figured out what they were doing.","The hero shares a surname with a whiskey, the leading lady is Uma Thurman in one of her first roles, and the title is the kid's name plus a Chuck Berry lyric."
Kickboxer,1989,"An entry in the Belgian-export-does-the-splits genre, back when an entire subculture of video stores survived on muscles, montages, and revenge.","An American fighter goes to Thailand, gets his brother paralyzed by a villain whose name sounds like a sneeze, and trains in a temple where the wisdom is dispensed between coconut-tree workouts.","Take a breath. Think about what decade you're in. Think about the splits. Think about a man dancing drunk in a bar with a hat.","The hero kicks. The hero boxes. Combine those two words and stop suffering."
Kicking & Screaming,2005,"A mid-2000s family comedy that exists primarily so a certain SNL alum could yell at ten-year-olds in a tracksuit.","A mild-mannered dad becomes a youth soccer coach and slowly transforms into a caffeine-addicted maniac, mostly because the Bears' head coach is also somehow on the bench.","Between you and me, this is embarrassing. The title is what a child does when their parent drags them somewhere they don't want to go.","Coffee. Italian butchers. Mike Ditka coaching ten-year-olds. The title is a two-word phrase that rhymes with itself almost."
Kingpin,1996,"A comedy from the brothers who made hair gel a punchline, applied to the deeply underexplored cinematic world of professional bowling.","A washed-up bowler with a rubber hand discovers an Amish prodigy, and the film treats this as a perfectly reasonable premise for two hours.","Whatever you're doing isn't working. The sport has pins. The villain has the worst comb-over in cinema history. The hero's hand is not a hand.","Roy. Ishmael. Big Ern. The title is what you call the boss of a criminal organization, or in this case, a man who rolls a heavy ball at wood."
Ladybugs,1992,"An early-90s vehicle for a bug-eyed, tie-yanking comedian who got no respect, applied this time to the under-12 girls' soccer circuit.","A businessman fakes coaching a girls' soccer team and solves it by putting his fiancée's son in a wig, which the film presents as a heartwarming third act.","I want to give you the benefit of the doubt here, but — the title is the team's name, and the team's name is also an insect with spots.","Rodney Dangerfield. Soccer. A small red beetle. You have everything you need."
Le Mans,1971,"A 1971 passion project from an actor who loved racing more than he loved acting, and made a film that proves it by barely bothering with dialogue.","The plot is twenty-four hours of cars going in a circle in France, interrupted occasionally by a man staring meaningfully at a woman across a paddock.","We've been at this long enough. The title is the name of the race. The race is the entire movie. The city is in France.","Porsche. Ferrari. Twenty-four hours. A two-word French place name and the King of Cool behind the wheel."
Leatherheads,2008,"A late-2000s screwball throwback about the scrappy birth of professional football, made by a movie star who clearly wished he'd been born in 1925.","An aging pro and a war-hero college star tangle over a fast-talking reporter, and the whole thing is shot like someone left a Howard Hawks movie in the rain.","You're making this harder than it is. The title is the nickname for what early football players wore on their heads, because helmets used to be, well, leather.","Clooney directs. Krasinski is the war hero. Zellweger does the 1920s thing with her mouth. The title is a piece of equipment."
Let It Ride,1989,"A late-eighties comedy that worships the racetrack the way other movies worship Wall Street, except the suits are sweatier and the philosophy is worse.","A chronic loser has the single greatest day of his life at the horse track, which is the dream every degenerate gambler clings to right before they mortgage the house.","Look, I'm not judging you. I am, but I'm not showing it. The lead is the guy from Jaws and Mr. Holland, grinning like a maniac in a windbreaker, muttering ""I'm having a very good day"" between races.","Three words. The middle word is the smallest word in English. The title is also what the bettor keeps telling himself as the longshots keep coming in."
Like Mike,2002,"An family fantasy built on the premise that the right pair of sneakers can turn a child into an NBA all-star, a theory Nike has been monetizing ever since.","An orphan finds a pair of old shoes with the initials MJ on them, gets struck by lightning, and is suddenly dunking on grown men, which the league apparently allows.","This one has been on television roughly four hundred times. The title is two words. The second word is the first name of the most famous basketball player who ever lived.","Bow Wow. Magic sneakers. A Gatorade jingle reverse-engineered into a feature film. The title is the chorus."
Little Big League,1994,"One of three baseball movies released in 1994, in a year when Hollywood apparently held a meeting and decided America needed more films about the national pastime, right before the actual sport went on strike.","A twelve-year-old inherits a major league franchise and immediately appoints himself manager, which is somehow a more coherent front office strategy than what the real Twins have done since.","The audience at home figured this out. A kid runs a Minnesota baseball team, the players have to take him seriously, and the climactic game involves Ken Griffey Jr. playing himself.","Three words. The first word means small, the last word is a sports organization, and the middle word is the opposite of the first. You can take it from here."
Little Giants,1994,"A mid-90s family comedy that exists because somebody at the studio noticed kids liked football movies and adults liked watching the dad from Honey, I Shrunk the Kids get flustered.","Two brothers, one a Heisman winner and one who runs a gas station, settle their lifelong sibling rivalry by coaching opposing peewee football teams. Healthy.","You've seen this. The misfits include a girl nicknamed Icebox, a kid who throws up under pressure, and a play called the Annexation of Puerto Rico.","John Madden shows up. The underdogs win. The title is two words and the second one is what the bullies aren't."
Lords of Dogtown,2005,"A 2005 dramatization of a documentary the same writer had already made, because apparently telling this story once wasn't enough.","Heath Ledger plays a perpetually sunburnt surf shop owner with a slur and a tan, and somehow it's the most committed performance in a movie full of teenagers on skateboards.","Either you haven't seen this, or you have and that's somehow worse — three Venice Beach kids in the 70s invent vertical skating in empty swimming pools during a drought.","The Z-Boys. Jay, Tony, Stacy. The title is a place and a status, and you should be able to assemble it from there."
Love & Basketball,2000,"A 2000 debut from a filmmaker who later made Beyond the Lights, structured in four quarters because of course it is.","The whole movie hinges on a one-on-one game played for someone's heart, which is the single most cinematic way to resolve a relationship and the single worst way to do it in real life.","At this point I have to ask — did you grow up in the 90s? Two kids next door, both ballers, one goes to USC, they spend a decade circling each other.","Sanaa Lathan and Omar Epps. Title is an ampersand sandwich. Go."
Lucas,1986,"A mid-80s teen film that took the genre seriously enough to let its protagonist be small, weird, and genuinely heartbroken — no makeover montage, no last-minute prom kiss bailout.","The hero is a fourteen-year-old entomologist who tries out for football to impress a girl, which is the kind of decision making that ends careers before they begin.","The fact that you're still guessing tells me something about you — specifically that you missed the brief window in the late 80s when this cast was the hottest collection of teen actors on the planet.","A locker room ovation, an oversized letterman jacket, and a title that is just the kid's first name."
Major League,1989,"A baseball comedy made during the long stretch when the Cleveland franchise was, in fact, terrible — so the satire mostly wrote itself.","A team is intentionally assembled to lose so the owner can move them to Miami, which is a plot the actual Marlins would later achieve without any fictional assistance.","I want you to think carefully about what you actually know. Wild Thing. Jobu. A voodoo doll in a locker. A catcher with bad knees and a girlfriend reading Moby Dick.","""Just a bit outside."" Charlie Sheen with glasses throwing 96. The title is the level of baseball being played."
Major League II,1994,"A 1994 sequel that brought almost everyone back except Wesley Snipes, who had become too famous, and was replaced by a guy doing a Wesley Snipes impression.","Wild Thing has gone soft, the catcher has gotten worse, and Jobu is no longer working — which is roughly the plot of every sports sequel ever made.","Let me be direct with you. This is the second one. Same team, same owner scheme, lower budget, identical jokes.","Add a Roman numeral to the previous answer. You're welcome."
"McFarland, USA",2015,"A Disney sports drama from 2015 about cross-country running, which is the sport movie studios reach for when every other sport has already been done twice.","A washed-out high school coach lands in a Central Valley farming town and discovers that kids who pick crops before sunrise can, it turns out, run.","You know this one. A white coach, a Latino team, an inspirational true story, and a star whose entire late career is built on squinting thoughtfully at fields.","The title is the name of the town. Add the country it's in. That's the whole answer."
Mean Machine,2001,"A British remake of an American prison football movie, except they swapped the football for football, if you follow.","A disgraced national team captain ends up behind bars and is roped into coaching the inmates against the guards in a match that is definitely not rigged.","Here's what I know about you right now — you're closer than you think. The lead actor is a former Premier League hard man turned cinematic menace, and the title is what they call him.","Two words. The first one describes the team's attitude. The second one is what they essentially are."
Million Dollar Arm,2014,"A 2014 Disney sports drama based on the true story of a sports agent who decided the answer to baseball's pitching shortage was, somehow, India.","A reality competition is staged across the subcontinent to find cricket players who can throw a fastball, because nothing says ""respect for culture"" like a marketing gimmick with prize money.","This is the part where I stop being polite about it — the lead is the Mad Men guy doing his charming-cad routine in a polo shirt instead of a suit.","The first word is a very large number. The second word is a unit of currency. The third word is what a pitcher throws with."
Miracle,2004,"A Disney sports drama about the Cold War, told through the medium of amateur hockey, which is a sentence that could only make sense to Americans.","A college coach assembles a group of unruly kids, runs them until they puke, and aims them at the Soviet Union. The result is one of the most replayed Al Michaels calls in broadcasting history.","I'm going to need you to search your memory more aggressively — Lake Placid, 1980, a scoreboard, and a question that became a national catchphrase.","""Do you believe in ________?"" Yes. That word. That's the title."
Mr. 3000,2004,"A 2004 comedy that asks the deeply American question: what happens when a man's entire identity is a number, and the number turns out to be off by three.","The protagonist is a retired ballplayer whose nickname is stitched into his branding, his restaurants, and presumably his bath towels — until the league quietly recounts.","Consider what you're admitting by not having gotten this yet. A famous comedian, a baseball uniform, a vanity statue, and a comeback at 47.","Bernie Mac, pinstripes, and a title that is also a stat line. You can do the math."
Mr. Baseball,1992,"A culture-clash comedy from a time when Hollywood believed the funniest thing on Earth was an American being mildly inconvenienced in Tokyo.","A washed-up Yankee gets shipped to the Chunichi Dragons and spends the first act being baffled by bowing, batting practice, and basic manners.","Take a breath. Think about what decade you're in. Mustache. Hawaiian shirts in the offseason. A leading man who used to solve crimes in Hawaii.","Tom Selleck, a Japanese League uniform, and a title so on-the-nose it barely qualifies as a title."
"Mystery, Alaska",1999,"A film built on the premise that an entire town's emotional well-being can hinge on a pond hockey game, which, if you've ever been to a small town, tracks.","The local sheriff is a quiet, decent man with a great slap shot, played by an Australian who would, three years later, be screaming about being entertained in a Roman arena.","Between you and me, this is embarrassing. A frozen pond, the New York Rangers flying in for an exhibition, and a town whose name is literally in the title.","Russell Crowe on skates. The screenplay is by the guy who created Ally McBeal, if that helps narrow the vibe."
Nacho Libre,2006,"A 2006 comedy from the guy who gave us Napoleon Dynamite, this time relocating his deadpan weirdness to a Mexican monastery and asking what would happen if a monk had a side hustle.","A friar in stretchy pants moonlighting in the wrestling ring to feed orphans, which is either the holiest thing imaginable or grounds for immediate excommunication.","Whatever you're doing isn't working. There's a man in a red cape and blue tights, an eagle, a corn-on-the-cob scene, and a song about being the best baker in the world.","Jack Black, stretchy pants, and a Spanish word for ""free"" that rhymes with a tortilla chip. You've got this."
Necessary Roughness,1991,"An early-90s sports comedy operating on the sacred premise that any group of misfits, given enough training montages, can beat a team that is objectively better at the sport.","The starting quarterback is a 34-year-old farmer being called back to college football, which raises eligibility questions the movie politely declines to answer.","I want to give you the benefit of the doubt here, but — Texas State Fightin' Armadillos. A kicker who happens to be a woman. Kathy Ireland is on the team.","The title is a football penalty. Two words. One of them is an adjective. Go."
Need for Speed,2014,"A 2014 film built on the theory that if a video game made enough money, the movie could simply be named after it and audiences would handle the rest.","A street racer gets framed, goes to prison, gets out, and immediately decides the appropriate response is to drive a Mustang across the country at felony speeds.","We've been at this long enough. The lead just came off a TV show about cooking meth in the desert, and the movie shares its name with a video game franchise.","Aaron Paul, a silver Mustang, and a title that is also the name of every EA racing game you owned in middle school."
Never Back Down,2008,"A 2008 film made during Hollywood's brief, fevered conviction that mixed martial arts was about to replace every other genre, including romance.","New kid at a Florida high school discovers that the local social hierarchy is determined entirely by an underground fight club, which is a much simpler system than most high schools.","You're making this harder than it is. A shirtless teenage MMA tournament. A wise trainer. A bully with abs you could grate cheese on.","The title is three words. It is also approximately the entire plot, the entire moral, and the entire marketing campaign."
No Holds Barred,1989,"A vehicle produced by the WWF itself, which tells you everything about the artistic priorities and approximately nothing about the plot, which doesn't have one.","The hero is a wrestling champion named Rip. The villain is a TV executive. The climactic fight involves a man being thrown through several walls of a warehouse.","Look, I'm not judging you. I am, but I'm not showing it. The lead is blonde, enormous, and rips his own shirt off as a personality trait.","Hulk Hogan, brother. That is the entire hint."
North Dallas Forty,1979,"A 1979 film that pulled back the curtain on professional football and revealed mostly painkillers, amphetamines, and middle-aged men screaming at each other in locker rooms.","Loosely based on a certain Texas franchise from the early seventies, written by a former player who clearly had some feelings he needed to get off his chest before the lawyers arrived.","This one has been on television roughly four hundred times — a wide receiver held together by cortisone, a coaching staff treating players like livestock, and a country song or two.","A geographic direction. A Texas city. A number. String them together and you're done."
North Shore,1987,"A surf movie aimed at teenagers who had never seen the ocean and were going to learn about it via a kid from Arizona.","The hero wins a wave pool contest in landlocked America and immediately flies to Oahu to get humbled by actual surfers, actual waves, and actual locals who do not care.","The audience at home figured this out. Pipeline. A haole kid with a board. A romance with a local girl whose family is not thrilled.","The title is two words. The first is a direction. The second is what the waves break on. You're welcome."
Oxford Blues,1984,"A Brat Pack export sent abroad to discover that rowing is a sport, England is damp, and aristocrats are unimpressed by Vegas charm.","A parking valet steals a credit card, flies across the Atlantic, and talks his way into one of the oldest universities on Earth, which in 1984 apparently had the admissions rigor of a community theater audition.","You've seen this — a cocky American in a boat, a posh blonde who isn't interested, and a training montage scored to synthesizers that have not aged with dignity.","Rob Lowe, a single scull, and the bluest collegiate hue in the English language. Two words, second one rhymes with ""clues."""
Personal Best,1982,"An early-eighties sports drama from the writer of Chinatown, who decided what track and field really needed was long lingering shots of thighs and a sauna conversation.","The film treats Olympic trials as backdrop and the relationship between two pentathletes as the actual event, which was a bolder pitch in 1982 than the marketing department admitted.","Either you haven't seen this, or you have and that's somehow worse — because nobody remembers the races, they remember everything that happened between them.","Mariel Hemingway in track shorts, a coach yelling about hurdles, and the only sports movie of the decade where the training montage is also foreplay."
Ping Pong Summer,2014,"A 2014 indie throwback to the era when a boombox, a fanny pack, and a bad haircut counted as a personality.","The film is set in Ocean City, Maryland, which is the kind of specificity that means the director grew up there and we're all going to hear about it.","At this point I have to ask — does a movie about a white kid who loves hip-hop and table tennis in 1985 actually ring any bells, or are we just nodding politely?","The sport is in the title. The season is in the title. Susan Sarandon shows up as a recluse who teaches paddle technique. That's the whole movie."
Play It to the Bone,1999,"A late-nineties Ron Shelton sports comedy, made when Shelton could still get anything green-lit on the strength of Bull Durham goodwill.","Two best friends drive to Vegas to beat each other unconscious for money, which is also the premise of most bachelor parties.","The fact that you're still guessing tells me something about you — specifically that you skipped the part of 1999 where two A-list actors agreed to box each other for ninety minutes and nobody showed up.","Woody and Antonio in trunks, Lolita Davidovich driving, and a title that's already a sports cliché doing double duty as the answer."
Prefontaine,1997,"A biopic about a runner who died at 24, made by the director of Hoop Dreams, and somehow not the only biopic about this specific runner released in that 18-month window.","The subject was an Oregon kid with a mustache, an ego, and a habit of leading from the front, which is great for racing and terrible for pacing strategy.","I want you to think carefully about what you actually know — there was a real runner, a real Munich Olympics, a real car crash on a Eugene road, and the title is just his nickname.","Pre. That's what they called him. That's the title. Jared Leto in short shorts, running angry."
Race,2016,"A 2016 biopic that leans on a title so on-the-nose it's doing two jobs at once, which is the kind of wordplay studios charge extra for.","The Berlin Olympics, four gold medals, and a Nazi propaganda film crew who didn't get the ending they ordered.","Let me be direct with you. The tagline literally contains the subject's name. The title is one word. You can do this.","Jesse Owens. 1936. The pun is the title."
Rad,1986,"A time capsule for the very specific child who wanted a movie where the climax is a BMX prom dance on bicycles.","The villain organization is called Federation, the racetrack is called Helltrack, and the protagonist's main obstacle is the SAT.","You know this one. Or your older brother does. It played on a loop on cable in 1987 and has been kept alive entirely by men who still own their original bikes.","A three-letter title that also describes the vibe of every haircut in it, directed by the stunt coordinator from Smokey and the Bandit."
Radio,2003,"An early-2000s inspirational true story, the kind that opens with a title card and closes with footage of the real people, because we wouldn't believe it otherwise.","A high school football coach in South Carolina befriends a young man who carries a transistor everywhere, which is also where the nickname and the title come from.","Here's what I know about you right now — you're scrolling through every sports drama of the early 2000s and refusing to consider the one whose title is a household object.","Cuba Gooding Jr. in a knit cap, Ed Harris on a sideline, and a one-word title that's sitting on a desk near you right now."
Real Steel,2011,"An attempt to convince audiences that what boxing was missing, fundamentally, was Rock 'Em Sock 'Em Robots with a deadbeat dad subplot.","The premise is that humans got too squeamish to watch each other fight, so we built giant metal proxies — which is either prophetic or deeply insulting to the UFC.","This is the part where I stop being polite about it. Big robots punch each other. A small boy believes. The title is two words and one of them is a metal.","Hugh Jackman in a warehouse teaching a sparring bot to shadowbox. The title rhymes with itself."
Rebound,2005,"A mid-2000s family comedy built on the premise that a disgraced adult will discover humility by yelling at twelve-year-olds.","The plot is ""angry coach gets demoted to children,"" which is somehow both the entire arc and also every sports movie ever made.","I'm going to need you to search your memory more aggressively — a PG basketball comedy, a junior varsity team of misfits, and a leading man best known for a much louder body of work.","It's a basketball term. It's one word. It's what the coach is professionally and emotionally trying to do."
Remember the Titans,2000,"A sports drama from the Disney machine, which discovered that the most reliable formula for an Oscar-adjacent crowd-pleaser was football plus desegregation plus a soundtrack heavy on early seventies soul.","Set in 1971 Virginia, where a newly integrated high school team is asked to solve American race relations over the course of one summer training camp, on schedule, before the first game.","Consider what you're admitting by not having gotten this yet. A high school football team. Integration. A coach who arrives, runs them until they vomit, and then makes them recite each other's biographies at three in the morning.","""Left side. Strong side."" Denzel won't lose a football game over this, and neither will you."
Rocky Balboa,2006,"A franchise that should have ended in 1976, then 1979, then definitely 1982, returns in the mid-2000s for a sixth round nobody asked for and most people quietly enjoyed.","An aging widower runs a small Italian restaurant, tells the same stories to the same customers, and is then talked into one more fight by a computer simulation on ESPN. This is a real plot.","Take a breath. Think about what decade you're in. The Italian Stallion is now sixty, his wife is gone, and he's stepping back into the ring because a cable network ran a hypothetical match-up.","The training montage still happens. The meat freezer makes a cameo. The sixth chapter of a certain mumbling Philadelphia boxer's saga."
Rocky III,1982,"At this point, this Philadelphia underdog from 1976 had become a marketing campaign, and the film knows it — it opens with magazine covers, action figures, and a statue.","The villain is a mohawked menace who screams ""PAIN"" on command, and the hero's salvation involves running on a beach in very short shorts with his former rival.","Between you and me, this is embarrassing. Clubber Lang. Apollo Creed in coaching mode. A tiger-themed training song that played at every gym in America for a decade.","""Eye of the Tiger"" plays. Mr. T predicts pain. The third round of a certain heavyweight saga."
Rocky V,1990,"The entry in this franchise that most fans pretend doesn't exist, made when the star decided what audiences really wanted was brain damage, bankruptcy, and a street fight.","Our hero loses all his money to a crooked accountant, moves back to the old neighborhood, and takes on a protégé who eventually betrays him, because subtlety was on vacation.","Whatever you're doing isn't working. The boxer is broke, retired, and slugging it out on a sidewalk in Philadelphia with a former student. Yes, on the sidewalk. Yes, this is the fifth one.","Tommy Gunn. A street brawl outside a bar. The fifth — and most disowned — chapter of the Italian Stallion's story."
Rookie of the Year,1993,"A family comedy operating on the premise that a freak medical injury is essentially a superpower, provided it lands you on a Major League roster.","A twelve-year-old boy breaks his arm, the tendons heal too tight, and suddenly he's throwing 103 mph fastballs at Wrigley Field — a medical outcome no orthopedist has ever replicated, thankfully.","I want to give you the benefit of the doubt here, but — we have a kid in a Cubs uniform, a washed-up pitching coach played by a man with the world's most alarming smile, and the phrase ""Funky Buttlovin'.""","Pitcher's got a big butt. Floating the ball up to home plate underhanded. The Cubs winning a pennant, which is the most fantastical element in the entire film."
Rudy,1993,"An underdog story so effective that an entire generation of undersized men have used it to justify decisions their families warned them against.","A short, slow, academically borderline kid from a steel town spends years trying to wear a specific gold helmet for approximately thirty seconds of game time.","We've been at this long enough. Notre Dame. The tunnel. The teammates laying their jerseys on the coach's desk one by one. A score by Jerry Goldsmith engineered to make you weep on an airplane.","He gets carried off the field. It's the only time it had ever happened at Notre Dame. The title is the kid's nickname, four letters."
Rush,2013,"A biopic about Formula 1 in the 1970s, when drivers smoked between races, slept with everyone, and occasionally caught fire — and the film treats all three as roughly equivalent occupational hazards.","The story of two drivers who hated each other in exactly the way only two extremely fast, extremely vain men can — one a precise Austrian, one a blond Englishman who treated his lungs as a renewable resource.","You're making this harder than it is. Niki Lauda. James Hunt. The 1976 season. A crash at the Nürburgring and a comeback six weeks later with a face that hadn't finished healing.","Ron Howard directs. The title is one syllable. It's what the engines do."
Searching for Bobby Fischer,1993,"A drama that took a subject most studios would consider commercial poison — competitive children's chess — and turned it into one of the most quietly devastating films of the decade.","A young prodigy is pulled between a Washington Square hustler who plays for the love of it and a tournament coach who treats every opening like a hostage negotiation.","Look, I'm not judging you. I am, but I'm not showing it. A seven-year-old chess phenomenon, his father writing a book about him, and a title referencing a famously paranoid champion who isn't actually in the movie.","Josh Waitzkin. Speed chess in the park. The title is a present-participle pursuit of a Cold War grandmaster."
Secretariat,2010,"A Disney sports drama from 2010 in which the protagonist is a horse, the antagonist is the 1970s, and the supporting cast is mostly men in fedoras explaining to a woman why she can't do things.","A Virginia housewife inherits a stable, ignores every man telling her to sell, and ends up owning the animal that broke records that still stand.","This one has been on television roughly four hundred times. The 1973 Triple Crown. A chestnut colt winning the Belmont by thirty-one lengths. A finish line so far behind the horse it looked like a different race.","Penny Chenery. Big Red. The title is the horse's name and you already know it."
Semi-Pro,2008,"A comedy set in 1976, back when the ABA still existed, basketball shorts were genuinely short, and a man could own, coach, and play for his own team without anyone filing paperwork.","The plot hinges on the ABA-NBA merger, which is a real historical event that approximately zero people in the target audience came to see. They came for the afro, the jumpsuit, and a wrestling match with a bear.","The audience at home figured this out. Flint, Michigan. The Tropics. A team owner who paid for the franchise with royalties from a one-hit wonder song.","Jackie Moon. ""Everybody love everybody."" The bear's name is Dewey."
Shaolin Soccer,2001,"A Hong Kong action-comedy from that asked the obvious question: what if monks who can shatter bricks with their foreheads tried sports?","One character bends metal cans with her palm while making tofu, which is presented as both a tragedy and a flirtation.","You've seen this — a guy who kicks a ball so hard it catches fire, a goalkeeper doing a Bruce Lee tribute, and a bald cook who's the love interest.","Kung fu plus the world's most popular sport, with CGI from 2001 that has aged like unrefrigerated milk and somehow become more charming for it."
She's the Man,2006,"A high school comedy that adapts Twelfth Night, which Shakespeare would either love or sue over depending on the day.","The plot requires you to believe that a teenage girl with a wig and a deepened voice could pass as her own twin brother, and that nobody at the boarding school would notice for weeks.","Either you haven't seen this, or you have and that's somehow worse — there's a tampon nosebleed scene that lives in the head of everyone who watched cable in 2007.","Before he was taking his shirt off in every movie, Channing Tatum was the soccer-playing roommate. The title is a sentence. A short one."
Slap Shot,1977,"A sports comedy so profane that the studio reportedly had no idea what they were about to release, and the cast had a great time not telling them.","A failing minor-league hockey team discovers that the secret to selling tickets is three bespectacled brothers who treat every game like a bar fight with skates.","At this point I have to ask — does ""putting on the foil"" mean anything to you? Because it should.","Paul Newman in a fur coat, the Hanson Brothers, and a title that describes both a hockey move and the entire tone of the film."
Soul Surfer,2011,"An inspirational drama about a young athlete from Hawaii whose career took an unexpected turn involving a very large fish.","The film handles its faith-based message with all the subtlety of a church bulletin, and pairs it with footage of teenagers riding waves in matching rash guards.","The fact that you're still guessing tells me something about you — a teen girl, a shark attack, a missing arm, and a comeback story set to acoustic guitar.","Bethany Hamilton. Her real arm is not in this movie. Her spirit, however, is in every single frame."
Southpaw,2015,"A 2015 boxing drama in which an actor lost his mind in the gym for six months to convince you he could throw a left hook, and honestly, he convinced us.","A champion fighter loses everything in the first act so the rest of the movie can be him rebuilding it in a dingy gym with a trainer who speaks exclusively in growls.","I want you to think carefully about what you actually know — this is a boxing movie, the protagonist is named Billy Hope, and the title is a boxing term for a left-handed stance.","Eminem did the soundtrack, Forest Whitaker plays the wise trainer, and the title refers to which hand the boxer leads with. One word."
Space Jam: A New Legacy,2021,"A 2021 sequel that no one asked for, arriving twenty-five years after the original because intellectual property must always be fed.","A basketball superstar gets sucked into the Warner Bros. server and has to play a game with cartoon rabbits while every other studio property cameos in the bleachers.","Let me be direct with you — a famous athlete, a son who prefers video games, and an animated bunny in a basketball jersey.","LeBron James and Bugs Bunny on the court together. The franchise word is the same one Michael Jordan used in 1996."
Speed Racer,2008,"A 2008 film from the siblings who made The Matrix, which they followed up by adapting a Japanese cartoon into a candy-colored seizure.","Every frame looks like a bag of Skittles exploded inside a video game, and the protagonist drives a car called the Mach 5.","You know this one — a young driver, a corrupt racing league, a chimp named Chim-Chim, and a mysterious masked rival.","Go ______. The blank is also the first name of the hero. That's the whole title."
Stick It,2006,"A 2006 sports comedy from the writer of a certain cheerleading franchise, applying the exact same formula to a different sport involving spandex and aggressive ponytails.","A judge sentences a teenage delinquent to elite gymnastics, which is the kind of court-ordered rehab that only works in movies and possibly Texas.","Here's what I know about you right now — you've never watched a film where a coach with a gravelly voice teaches a rebellious blonde to respect the uneven bars, and frankly, your weekends sound boring.","The girls revolt at nationals by deliberately scratching their routines to expose corrupt judging. The title is a two-word command, and the second word is a pronoun."
Summer Catch,2001,"A 2001 romance that asked the question nobody asked: what if a Cape Cod baseball league got the full WB treatment, complete with a soft-rock soundtrack and longing glances over a chain-link fence?","A working-class pitcher falls for a rich girl whose father owns approximately everything, a class conflict resolved by the radical solution of him throwing a baseball really well.","This is the part where I stop being polite about it — the leading man was on every teen magazine cover for about four years, the leading lady later did a vampire show, and the sport involves a bat.","Freddie Prinze Jr. on the mound, Jessica Biel on the beach. The season is in the title. The verb is what you do with a baseball."
Sunset Park,1996,"A 1996 inner-city basketball drama starring a sitcom legend in the unlikely role of a high school coach.","A white gym teacher who has never coached basketball takes over a Black high school team in Brooklyn so she can save up for a vacation, and yes, the movie thinks this is fine.","I'm going to need you to search your memory more aggressively — a Brooklyn neighborhood, a coach from Cheers, and a teen drama with a hip-hop soundtrack from 1996.","The neighborhood is in Brooklyn. The first word is a time of day when the sun goes down. The second word is where you'd find swings and a slide."
Talent for the Game,1991,"A 1991 baseball drama released the same year as a much louder one about a kid signing with the Indians, and promptly buried by it.","A scout on the verge of being fired stumbles onto a farm kid with an arm from God, which is the kind of thing that only happens in scripts written by people who've never met an actual scouting department.","Consider what you're admitting by not having gotten this yet. The word is right there in the title — what every scout is hunting for.","Edward James Olmos in a baseball cap, driving rural America looking for the next phenom. The title is two nouns and a preposition."
Talladega Nights: The Ballad of Ricky Bobby,2006,"A mid-2000s comedy that correctly identified NASCAR, Applebee's, and aggressive patriotism as the holy trinity of a very specific American moment.","The protagonist's life philosophy was instilled by an absentee father who burst into a classroom to declare ""If you ain't first, you're last,"" which is both terrible parenting and a surprisingly effective mission statement.","Take a breath. Think about what decade you're in. A racecar driver, a French Formula One villain who reads Camus, and a invisible fire that only the hero can feel.","Shake and bake. Baby Jesus at the dinner table. A cougar in the backseat. You have everything you need."
The Air Up There,1994,"A Disney-adjacent sports comedy built on the premise that a college basketball coach would fly to Kenya, find a seven-foot prodigy, and that this would be charming rather than deeply uncomfortable.","The recruitment pitch involves convincing a tribal chief's son that a basketball scholarship is a better destiny than, you know, leading his people.","Between you and me, this is embarrassing. The title is three words. Two of them describe altitude. One of them is a preposition.","Kevin Bacon in safari gear teaching a Maasai warrior the pick-and-roll. That's the whole movie."
The Babe,1992,"A 1992 biopic about an American sports legend whose appetites were, depending on the source, either heroic or actionable.","The lead actor was best known at the time for playing a sitcom dad in Plainview, and he gamely swings for the fences as a hard-drinking home run king with a soft spot for sick kids.","Whatever you're doing isn't working. A Baltimore orphanage, a called shot at Wrigley Field, and a Yankees pinstripe uniform stretched to its absolute limit.","His nickname is in the title. His nickname is also one of the most famous nicknames in American sports. Connect the dots."
The Bad News Bears,2005,"A 2005 remake that nobody really asked for, about a Little League team coached by a man who should not be allowed near children.","The coach is a former exterminator who drinks on the mound and the kids are a collection of misfits who swear like longshoremen, which apparently used to count as family entertainment.","I want to give you the benefit of the doubt here, but — it's a youth baseball team, a drunk coach, and a climactic game against the Yankees. The title is three words and tells you exactly how the team is doing.","The team name is an animal. The adjective in front of it is the opposite of ""Good."" The middle word is what you deliver when something terrible happens."
